"","name","id","align","eye","hair","sex","gsm","alive","appearances","year"
"8529","dangerous doll (earth-616)","secret identity","neutral characters","","","male characters","heterosexual characters","living characters",2,"1960"
"8530","darius zorn (earth-616)","public identity","bad characters","","black hair","male characters","heterosexual characters","living characters",2,"1960"
"8531","genie (earth-616)","secret identity","good characters","","bald","male characters","heterosexual characters","living characters",2,"1960"
"8532","man in black (earth-616)","secret identity","neutral characters","red eyes","yellow hair","male characters","heterosexual characters","living characters",2,"1960"
"8533","raaka (earth-616)","secret identity","good characters","","","male characters","heterosexual characters","living characters",2,"1960"
"8534","simon drudd (earth-616)","public identity","bad characters","","bald","male characters","heterosexual characters","living characters",2,"1960"
"8535","sporr (amoeba mutate) (earth-616)","public identity","neutral characters","","no hair","","heterosexual characters","living characters",2,"1960"
"8536","anne bronson (earth-616)","no dual identity","good characters","","blond hair","female characters","heterosexual characters","living characters",2,"1961"
"8537","boris petrovsky (earth-616)","public identity","good characters","","blond hair","male characters","heterosexual characters","living characters",2,"1961"
"8538","creature from the black bog (earth-616)","secret identity","good characters","","","male characters","heterosexual characters","living characters",2,"1961"
"8539","dan harper (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1961"
"8540","davey jones (earth-616)","secret identity","","","black hair","male characters","heterosexual characters","living characters",2,"1961"
"8541","howard avery (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1961"
"8542","hugo barge (earth-616)","public identity","bad characters","","blond hair","male characters","heterosexual characters","living characters",2,"1961"
"8543","hunk larken (earth-616)","public identity","neutral characters","","bald","male characters","heterosexual characters","living characters",2,"1961"
"8544","ivan petrovsky (earth-616)","public identity","bad characters","","black hair","male characters","heterosexual characters","living characters",2,"1961"
"8545","korilla (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1961"
"8546","korumbu (earth-616)","public identity","neutral characters","","","male characters","heterosexual characters","living characters",2,"1961"
"8547","max garr (earth-616)","public identity","neutral characters","","brown hair","male characters","heterosexual characters","deceased characters",2,"1961"
"8548","mechano (earth-616)","","bad characters","white eyes","no hair","","heterosexual characters","living characters",2,"1961"
"8549","robert bronson (earth-616)","no dual identity","good characters","","red hair","male characters","heterosexual characters","living characters",2,"1961"
"8550","robot x (earth-616)","public identity","","blue eyes","no hair","","heterosexual characters","living characters",2,"1961"
"8551","roc (monster) (earth-616)","","neutral characters","","","male characters","heterosexual characters","living characters",2,"1961"
"8552","salty gruner (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1961"
"8553","sandman (alien) (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1961"
"8554","sserpo (earth-616)","public identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1961"
"8555","steve bronson (earth-616)","public identity","good characters","","blond hair","male characters","heterosexual characters","living characters",2,"1961"
"8556","zamu (earth-616)","","bad characters","","no hair","male characters","heterosexual characters","living characters",2,"1961"
"8557","zankor (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1961"
"8558","adam able (earth-616)","secret identity","","","","male characters","heterosexual characters","living characters",2,"1962"
"8559","bill gordon (silver age) (earth-616)","no dual identity","neutral characters","blue eyes","blond hair","male characters","heterosexual characters","living characters",2,"1962"
"8560","cack clugg (earth-616)","public identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1962"
"8561","don russell (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1962"
"8562","edward harrison (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1962"
"8563","gorgi gruff (earth-616)","public identity","bad characters","blue eyes","black hair","male characters","heterosexual characters","living characters",2,"1962"
"8564","kraggoom (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1962"
"8565","luther benedict (earth-616)","secret identity","neutral characters","","bald","male characters","heterosexual characters","living characters",2,"1962"
"8566","luther gorr (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1962"
"8567","monster at the window (earth-616)","secret identity","bad characters","","no hair","male characters","heterosexual characters","living characters",2,"1962"
"8568","monstrollo (earth-616)","","","","","","heterosexual characters","living characters",2,"1962"
"8569","oog (earth-616)","","neutral characters","","","male characters","heterosexual characters","living characters",2,"1962"
"8570","paul marshall (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1962"
"8571","robert carter (earth-616)","no dual identity","good characters","","brown hair","male characters","heterosexual characters","living characters",2,"1962"
"8572","torkon ii (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1962"
"8573","torrak (earth-616)","","","","no hair","male characters","heterosexual characters","living characters",2,"1962"
"8574","x-13 (earth-616)","public identity","neutral characters","","","male characters","heterosexual characters","living characters",2,"1962"
"8575","actor (spy) (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","deceased characters",2,"1963"
"8576","audumla (magic cow) (earth-616)","secret identity","good characters","brown eyes","brown hair","female characters","heterosexual characters","living characters",2,"1963"
"8577","charleton carter (earth-616)","public identity","","","grey hair","male characters","heterosexual characters","living characters",2,"1963"
"8578","elias weams (earth-616)","","neutral characters","blue eyes","white hair","male characters","heterosexual characters","living characters",2,"1963"
"8579","heath benson (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1963"
"8580","liso trago (earth-616)","","","blue eyes","black hair","male characters","heterosexual characters","living characters",2,"1963"
"8581","mayer (earth-616)","public identity","good characters","","","male characters","heterosexual characters","living characters",2,"1963"
"8582","neri (asgardian) (earth-616)","","","brown eyes","brown hair","female characters","heterosexual characters","living characters",2,"1963"
"8583","supremacy (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1963"
"8584","ted (teen brigade) (earth-616)","secret identity","good characters","","blond hair","male characters","heterosexual characters","living characters",2,"1963"
"8585","ugarth (xartan) (earth-616)","","bad characters","","black hair","male characters","heterosexual characters","living characters",2,"1963"
"8586","willie (teen brigade) (earth-616)","secret identity","good characters","","red hair","male characters","heterosexual characters","living characters",2,"1963"
"8587","agnar (earth-616)","no dual identity","","","white hair","male characters","heterosexual characters","living characters",2,"1964"
"8588","arkin (earth-616)","","bad characters","","black hair","male characters","heterosexual characters","living characters",2,"1964"
"8589","brimer (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1964"
"8590","flint (inspector) (earth-616)","public identity","good characters","","brown hair","male characters","heterosexual characters","living characters",2,"1964"
"8591","hati (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1964"
"8592","honir (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1964"
"8593","igor (red agent) (earth-616)","","","","black hair","male characters","heterosexual characters","living characters",2,"1964"
"8594","mary storm (earth-616)","public identity","good characters","","blond hair","female characters","heterosexual characters","deceased characters",2,"1964"
"8595","nedra (earth-616)","","bad characters","","","female characters","heterosexual characters","living characters",2,"1964"
"8596","porky (earth-616)","","","","brown hair","male characters","heterosexual characters","living characters",2,"1964"
"8597","richard flint (earth-616)","public identity","good characters","","","male characters","heterosexual characters","living characters",2,"1964"
"8598","sam (bruiser) (earth-616)","","","","brown hair","male characters","heterosexual characters","living characters",2,"1964"
"8599","sindri (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1964"
"8600","svenzaldo zambooba (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1964"
"8601","tommy (earth-616)","public identity","","","blond hair","male characters","heterosexual characters","living characters",2,"1964"
"8602","vanna (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1964"
"8603","abu ben hakim (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1965"
"8604","carl kaxton (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1965"
"8605","charlie (pilot) (earth-616)","public identity","","","blond hair","male characters","heterosexual characters","living characters",2,"1965"
"8606","commissar (android) (earth-616)","public identity","bad characters","","","","heterosexual characters","deceased characters",2,"1965"
"8607","deacon (criminal) (earth-616)","secret identity","bad characters","","white hair","male characters","heterosexual characters","living characters",2,"1965"
"8608","dean corliss (earth-616)","no dual identity","good characters","","grey hair","male characters","heterosexual characters","living characters",2,"1965"
"8609","doctor van eyck (earth-616)","","good characters","","","male characters","heterosexual characters","deceased characters",2,"1965"
"8610","erica wolfmann (earth-616)","secret identity","bad characters","","brown hair","female characters","heterosexual characters","living characters",2,"1965"
"8611","kanga khan (earth-616)","public identity","bad characters","","black hair","male characters","heterosexual characters","living characters",2,"1965"
"8612","marko, the manhunter (earth-616)","public identity","neutral characters","","","male characters","heterosexual characters","living characters",2,"1965"
"8613","masked maverick (mason) (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1965"
"8614","milton monroe (earth-616)","","good characters","","black hair","male characters","heterosexual characters","living characters",2,"1965"
"8615","sentinel 17 (earth-616)","secret identity","bad characters","","","","heterosexual characters","deceased characters",2,"1965"
"8616","sentinel 3 (earth-616)","public identity","bad characters","","","","heterosexual characters","living characters",2,"1965"
"8617","sentinel 3-d (earth-616)","secret identity","bad characters","","","","heterosexual characters","living characters",2,"1965"
"8618","sentinel 3-r (earth-616)","public identity","bad characters","","","","heterosexual characters","living characters",2,"1965"
"8619","sentinel 4 (earth-616)","secret identity","bad characters","","","","heterosexual characters","living characters",2,"1965"
"8620","sentinel 5 (earth-616)","secret identity","bad characters","","","","heterosexual characters","living characters",2,"1965"
"8621","sentinel 9 (earth-616)","public identity","bad characters","","","","heterosexual characters","living characters",2,"1965"
"8622","sentinel o (earth-616)","secret identity","bad characters","","","","heterosexual characters","living characters",2,"1965"
"8623","sentinel t (earth-616)","secret identity","bad characters","","","","heterosexual characters","deceased characters",2,"1965"
"8624","uller (earth-616)","public identity","good characters","blue eyes","red hair","male characters","heterosexual characters","living characters",2,"1965"
"8625","artificial being (earth-616)","","bad characters","","no hair","agender characters","heterosexual characters","living characters",2,"1966"
"8626","crusher (agent of pluto) (earth-616)","secret identity","","","","male characters","heterosexual characters","living characters",2,"1966"
"8627","dave (guard) (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",2,"1966"
"8628","feepers (earth-616)","","","black eyes","black hair","male characters","heterosexual characters","living characters",2,"1966"
"8629","franz anton (earth-616)","","","","white hair","male characters","heterosexual characters","living characters",2,"1966"
"8630","horst lederer (earth-616)","public identity","neutral characters","","","male characters","heterosexual characters","living characters",2,"1966"
"8631","hulk-killer (earth-616)","","","","","","heterosexual characters","living characters",2,"1966"
"8632","john thomas (earth-616)","public identity","","brown eyes","brown hair","male characters","heterosexual characters","living characters",2,"1966"
"8633","karl stragg (earth-616)","","","","black hair","male characters","heterosexual characters","deceased characters",2,"1966"
"8634","konrad zaxon (earth-616)","","bad characters","blue eyes","black hair","male characters","heterosexual characters","deceased characters",2,"1966"
"8635","lucy barton (earth-616)","public identity","good characters","","blond hair","female characters","heterosexual characters","living characters",2,"1966"
"8636","robot alpha (earth-616)","secret identity","","","","","heterosexual characters","deceased characters",2,"1966"
"8637","robot beta (earth-616)","secret identity","","","","","heterosexual characters","deceased characters",2,"1966"
"8638","robot delta (earth-616)","secret identity","","","","","heterosexual characters","deceased characters",2,"1966"
"8639","robot epsilon (earth-616)","secret identity","","","","","heterosexual characters","deceased characters",2,"1966"
"8640","robot gamma (earth-616)","secret identity","","","","","heterosexual characters","deceased characters",2,"1966"
"8641","slagg (earth-616)","","","black eyes","black hair","male characters","heterosexual characters","living characters",2,"1966"
"8642","stallion of doom (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1966"
"8643","wilder berne (earth-616)","","bad characters","","brown hair","male characters","heterosexual characters","living characters",2,"1966"
"8644","cobalt-robot (earth-616)","","","","","","heterosexual characters","living characters",2,"1967"
"8645","dragorr (earth-616)","secret identity","bad characters","blue eyes","bald","male characters","heterosexual characters","living characters",2,"1967"
"8646","harry (stark enterprises) (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1967"
"8647","it, the silent one (earth-616)","","bad characters","","","","heterosexual characters","living characters",2,"1967"
"8648","ivan (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1967"
"8649","kuro chin (earth-616)","secret identity","good characters","","black hair","male characters","heterosexual characters","deceased characters",2,"1967"
"8650","makoth (earth-616)","public identity","neutral characters","","black hair","male characters","heterosexual characters","living characters",2,"1967"
"8651","ogur (earth-616)","public identity","bad characters","","bald","male characters","heterosexual characters","living characters",2,"1967"
"8652","planner (earth-616)","","bad characters","","brown hair","male characters","heterosexual characters","living characters",2,"1967"
"8653","servo-robot (earth-616)","secret identity","neutral characters","","","","heterosexual characters","living characters",2,"1967"
"8654","cyberex (earth-616)","","bad characters","","","","heterosexual characters","deceased characters",2,"1968"
"8655","destructon (earth-616)","","bad characters","","","","heterosexual characters","living characters",2,"1968"
"8656","drexel cord (earth-616)","no dual identity","neutral characters","","grey hair","male characters","heterosexual characters","deceased characters",2,"1968"
"8657","indestructible one (earth-616)","","bad characters","","","","heterosexual characters","living characters",2,"1968"
"8658","irma kruhl (earth-616)","","bad characters","blue eyes","blond hair","female characters","heterosexual characters","living characters",2,"1968"
"8659","judy harmon (earth-616)","","neutral characters","","","female characters","heterosexual characters","living characters",2,"1968"
"8660","oldar (earth-616)","public identity","neutral characters","","white hair","female characters","heterosexual characters","living characters",2,"1968"
"8661","romnar (earth-616)","public identity","bad characters","","black hair","male characters","heterosexual characters","living characters",2,"1968"
"8662","saru-san (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1968"
"8663","tartaro (earth-616)","public identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",2,"1968"
"8664","a3 (earth-616)","","bad characters","","","","heterosexual characters","deceased characters",2,"1969"
"8665","al b. harper (earth-616)","no dual identity","good characters","brown eyes","black hair","male characters","heterosexual characters","deceased characters",2,"1969"
"8666","borgo (earth-616)","","neutral characters","","","male characters","heterosexual characters","deceased characters",2,"1969"
"8667","crime-wave (hollis) (earth-616)","secret identity","bad characters","black eyes","black hair","male characters","heterosexual characters","living characters",2,"1969"
"8668","ecce (earth-616)","","neutral characters","","","male characters","heterosexual characters","living characters",2,"1969"
"8669","fara (earth-616)","","bad characters","","strawberry blond hair","female characters","heterosexual characters","deceased characters",2,"1969"
"8670","harris (nypd) (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",2,"1969"
"8671","hermp (earth-616)","","neutral characters","","no hair","male characters","heterosexual characters","living characters",2,"1969"
"8672","kenneth ward (earth-616)","","good characters","","blond hair","male characters","heterosexual characters","deceased characters",2,"1969"
"8673","llyna (earth-616)","secret identity","good characters","blue eyes","black hair","male characters","heterosexual characters","living characters",2,"1969"
"8674","ludwig von frankenstein (earth-616)","public identity","bad characters","","black hair","male characters","heterosexual characters","deceased characters",2,"1969"
"8675","mandroid (kree) (earth-616)","","","","","","heterosexual characters","deceased characters",2,"1969"
"8676","number 7 (earth-616)","","bad characters","yellow eyes","no hair","","heterosexual characters","deceased characters",2,"1969"
"8677","robert bruce banner (mandarin robot) (earth-616)","secret identity","bad characters","green eyes","green hair","agender characters","heterosexual characters","living characters",2,"1969"
"8678","super-patriot (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","deceased characters",2,"1969"
"8679","yarro gort (earth-616)","no dual identity","bad characters","","","male characters","heterosexual characters","deceased characters",2,"1969"
"8680","buck ralston (earth-616)","secret identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",2,"1970"
"8681","charybdis (earth-616)","public identity","bad characters","","","female characters","heterosexual characters","living characters",2,"1970"
"8682","diamond head (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1970"
"8683","doctor kronton (earth-616)","secret identity","","","brown hair","male characters","heterosexual characters","deceased characters",2,"1970"
"8684","draxon (earth-616)","public identity","bad characters","blue eyes","bald","male characters","heterosexual characters","deceased characters",2,"1970"
"8685","gimlet (earth-616)","secret identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",2,"1970"
"8686","jack van nyborg (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1970"
"8687","kaliban (earth-616)","public identity","neutral characters","","brown hair","male characters","heterosexual characters","living characters",2,"1970"
"8688","miklos vryolak (earth-616)","secret identity","","","brown hair","male characters","heterosexual characters","deceased characters",2,"1970"
"8689","mk-5 (earth-616)","secret identity","good characters","yellow eyes","blond hair","male characters","heterosexual characters","deceased characters",2,"1970"
"8690","mogol (earth-616)","no dual identity","neutral characters","white eyes","bald","male characters","heterosexual characters","deceased characters",2,"1970"
"8691","nigel carruthers (earth-616)","","bad characters","","brown hair","male characters","heterosexual characters","living characters",2,"1970"
"8692","polyphemus (earth-616)","public identity","bad characters","one eye","bald","male characters","heterosexual characters","living characters",2,"1970"
"8693","ross archer (earth-616)","","bad characters","","grey hair","male characters","heterosexual characters","deceased characters",2,"1970"
"8694","saburo yoshida (earth-616)","public identity","good characters","","","male characters","heterosexual characters","deceased characters",2,"1970"
"8695","scylla (earth-616)","public identity","bad characters","","no hair","female characters","heterosexual characters","living characters",2,"1970"
"8696","starr (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1970"
"8697","su (earth-616)","","","black eyes","bald","male characters","heterosexual characters","living characters",2,"1970"
"8698","trull (earth-616)","","bad characters","","black hair","male characters","heterosexual characters","living characters",2,"1970"
"8699","val-larr (earth-616)","secret identity","good characters","blue eyes","blond hair","male characters","heterosexual characters","living characters",2,"1970"
"8700","vince sterling (earth-616)","","bad characters","","black hair","male characters","heterosexual characters","deceased characters",2,"1970"
"8701","zoga (robot) (earth-616)","secret identity","","","","male characters","heterosexual characters","living characters",2,"1970"
"8702","asmodeus (inhuman) (earth-616)","no dual identity","neutral characters","yellow eyes","no hair","male characters","heterosexual characters","living characters",2,"1971"
"8703","aunt serr (earth-616)","secret identity","bad characters","","black hair","female characters","heterosexual characters","living characters",2,"1971"
"8704","condor (daredevil foe) (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","deceased characters",2,"1971"
"8705","david arnstead (earth-616)","public identity","good characters","blue eyes","blond hair","male characters","heterosexual characters","living characters",2,"1971"
"8706","demitrius (earth-616)","secret identity","bad characters","black eyes","black hair","male characters","heterosexual characters","living characters",2,"1971"
"8707","erik gorbo (earth-616)","","bad characters","","","male characters","heterosexual characters","deceased characters",2,"1971"
"8708","farley london (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","living characters",2,"1971"
"8709","guardian of infinity (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1971"
"8710","iranda (earth-616)","public identity","good characters","","brown hair","male characters","heterosexual characters","living characters",2,"1971"
"8711","karl serr (earth-616)","","bad characters","","no hair","male characters","heterosexual characters","living characters",2,"1971"
"8712","lucile serr (earth-616)","","good characters","","brown hair","female characters","heterosexual characters","living characters",2,"1971"
"8713","neron-alak (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1971"
"8714","proteus (atlantean sage) (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1971"
"8715","raama (earth-616)","public identity","good characters","","white hair","male characters","heterosexual characters","living characters",2,"1971"
"8716","ralph cosgrove (earth-616)","public identity","good characters","","brown hair","male characters","heterosexual characters","living characters",2,"1971"
"8717","ramrod (alien) (earth-616)","secret identity","bad characters","black eyes","no hair","male characters","heterosexual characters","living characters",2,"1971"
"8718","samson washington (earth-616)","secret identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",2,"1971"
"8719","shara-lee (earth-616)","public identity","bad characters","blue eyes","black hair","female characters","heterosexual characters","deceased characters",2,"1971"
"8720","slasher (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1971"
"8721","spymaster (original) (earth-616)","secret identity","bad characters","blue eyes","blond hair","male characters","heterosexual characters","living characters",2,"1971"
"8722","tuvia (earth-616)","no dual identity","neutral characters","","brown hair","female characters","heterosexual characters","living characters",2,"1971"
"8723","white dragon (iron man) (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","deceased characters",2,"1971"
"8724","barton blaze (earth-616)","","","","","male characters","heterosexual characters","deceased characters",2,"1972"
"8725","bert tacker (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1972"
"8726","bulwar (asgard) (earth-616)","","good characters","","white hair","male characters","heterosexual characters","living characters",2,"1972"
"8727","calizuma (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",2,"1972"
"8728","chiron (inhuman) (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1972"
"8729","emory simpson (earth-616)","public identity","good characters","","black hair","male characters","heterosexual characters","living characters",2,"1972"
"8730","fialan (earth-616)","","bad characters","green eyes","bald","male characters","heterosexual characters","living characters",2,"1972"
"8731","flaidermaus (earth-616)","","","red eyes","orange hair","male characters","heterosexual characters","living characters",2,"1972"
"8732","gregson grant (earth-616)","","neutral characters","","","male characters","heterosexual characters","living characters",2,"1972"
"8733","h. warren craddock (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1972"
"8734","jacob bolt (earth-616)","public identity","good characters","","","male characters","heterosexual characters","living characters",2,"1972"
"8735","jarr (earth-616)","public identity","bad characters","","blond hair","male characters","heterosexual characters","living characters",2,"1972"
"8736","jefferson bolt (earth-616)","public identity","neutral characters","","black hair","male characters","heterosexual characters","deceased characters",2,"1972"
"8737","jules carter (earth-616)","","bad characters","","","","heterosexual characters","living characters",2,"1972"
"8738","khan (asgard) (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1972"
"8739","monck (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1972"
"8740","mrs. baker (earth-616)","public identity","neutral characters","brown eyes","brown hair","female characters","heterosexual characters","living characters",2,"1972"
"8741","pinyon (earth-616)","","","","no hair","male characters","heterosexual characters","living characters",2,"1972"
"8742","robert bruce banner (counter-earth) (earth-616)","no dual identity","good characters","brown eyes","brown hair","male characters","heterosexual characters","living characters",2,"1972"
"8743","roger dutton (earth-616)","no dual identity","neutral characters","hazel eyes","brown hair","male characters","heterosexual characters","living characters",2,"1972"
"8744","rongor (asgard) (earth-616)","public identity","good characters","","black hair","male characters","heterosexual characters","living characters",2,"1972"
"8745","satrina (earth-616)","","good characters","","","female characters","heterosexual characters","living characters",2,"1972"
"8746","strug (earth-616)","","neutral characters","","bald","male characters","heterosexual characters","deceased characters",2,"1972"
"8747","torg the abominable snow-king (earth-616)","secret identity","bad characters","black eyes","blue hair","male characters","heterosexual characters","living characters",2,"1972"
"8748","tyrr (earth-616)","public identity","neutral characters","","brown hair","male characters","heterosexual characters","living characters",2,"1972"
"8749","whitemane (asgard) (earth-616)","","good characters","","white hair","male characters","heterosexual characters","living characters",2,"1972"
"8750","ariel (zephyrean) (earth-616)","","","","white hair","male characters","heterosexual characters","living characters",2,"1973"
"8751","catherine saint (earth-616)","","bad characters","","","female characters","heterosexual characters","deceased characters",2,"1973"
"8752","chandu (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","living characters",2,"1973"
"8753","filius omen (earth-616)","public identity","bad characters","","black hair","male characters","heterosexual characters","living characters",2,"1973"
"8754","frank jenks (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1973"
"8755","harry pace (earth-616)","public identity","neutral characters","","brown hair","male characters","heterosexual characters","living characters",2,"1973"
"8756","hektu (earth-616)","public identity","","","brown hair","male characters","heterosexual characters","living characters",2,"1973"
"8757","hilda zemo (earth-616)","public identity","neutral characters","blue eyes","blond hair","female characters","heterosexual characters","deceased characters",2,"1973"
"8758","hugh mccoy (earth-616)","public identity","bad characters","","blond hair","male characters","heterosexual characters","living characters",2,"1973"
"8759","jason frankenstein (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1973"
"8760","jennifer glatzer (earth-616)","public identity","bad characters","blue eyes","blond hair","female characters","heterosexual characters","living characters",2,"1973"
"8761","kagg (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1973"
"8762","living buddha (earth-616)","secret identity","bad characters","green eyes","black hair","male characters","heterosexual characters","deceased characters",2,"1973"
"8763","lorna zane (earth-616)","","neutral characters","","brown hair","female characters","heterosexual characters","living characters",2,"1973"
"8764","marcia deaton (earth-616)","public identity","","","brown hair","female characters","heterosexual characters","living characters",2,"1973"
"8765","moose morgan (earth-616)","public identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",2,"1973"
"8766","nergal","secret identity","bad characters","black eyes","","","heterosexual characters","living characters",2,"1973"
"8767","quellor (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1973"
"8768","rihva (earth-616)","","bad characters","","","male characters","heterosexual characters","deceased characters",2,"1973"
"8769","rothgar (earth-616)","","","","blond hair","male characters","heterosexual characters","living characters",2,"1973"
"8770","sarnak (earth-616)","secret identity","bad characters","","blond hair","male characters","heterosexual characters","deceased characters",2,"1973"
"8771","slugger johnson (earth-616)","","","","","","heterosexual characters","living characters",2,"1973"
"8772","tammuz (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1973"
"8773","ulla (earth-616)","secret identity","bad characters","","black hair","female characters","heterosexual characters","living characters",2,"1973"
"8774","volpan (earth-616)","public identity","good characters","","black hair","male characters","heterosexual characters","living characters",2,"1973"
"8775","yezdigerd (earth-616)","no dual identity","","black eyes","black hair","male characters","heterosexual characters","living characters",2,"1973"
"8776","agent of heaven (earth-616)","secret identity","good characters","","blond hair","male characters","heterosexual characters","living characters",2,"1974"
"8777","apocalypse (mr.kazarian) (earth-616)","secret identity","bad characters","","","","heterosexual characters","deceased characters",2,"1974"
"8778","behemoth (kay-twelve) (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",2,"1974"
"8779","brad wrangle (earth-616)","public identity","bad characters","","","male characters","heterosexual characters","deceased characters",2,"1974"
"8780","chaga (earth-616)","no dual identity","good characters","","purple hair","female characters","heterosexual characters","living characters",2,"1974"
"8781","danton vayla (earth-616)","no dual identity","bad characters","","bald","male characters","heterosexual characters","deceased characters",2,"1974"
"8782","duke mannery (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","deceased characters",2,"1974"
"8783","ebrok (earth-616)","","","","","male characters","heterosexual characters","living characters",2,"1974"
"8784","elianne turac (earth-616)","no dual identity","bad characters","white eyes","black hair","female characters","heterosexual characters","deceased characters",2,"1974"
"8785","ezekiel tork (earth-616)","public identity","good characters","","white hair","male characters","heterosexual characters","living characters",2,"1974"
"8786","ferguson blaine (earth-616)","public identity","","","","male characters","heterosexual characters","living characters",2,"1974"
"8787","gail paris (earth-616)","public identity","","","","female characters","heterosexual characters","living characters",2,"1974"
"8788","garvey (earth-616)","public identity","","brown eyes","brown hair","male characters","heterosexual characters","living characters",2,"1974"
"8789","giuseppe montesi (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",2,"1974"
"8790","granitor (earth-616)","secret identity","bad characters","","no hair","male characters","heterosexual characters","living characters",2,"1974"
"8791","hunchback of notre dame (earth-616)","no dual identity","bad characters","","brown hair","male characters","heterosexual characters","deceased characters",2,"1974"
"8792","inanna (earth-616)","public identity","bad characters","violet eyes","","female characters","heterosexual characters","deceased characters",2,"1974"
"8793","joe cord (earth-616)","public identity","","","","male characters","heterosexual characters","deceased characters",2,"1974"
"8794","kometes (earth-616)","","neutral characters","","","male characters","heterosexual characters","deceased characters",2,"1974"
"8795","liza pyne (earth-616)","public identity","bad characters","","blond hair","female characters","heterosexual characters","deceased characters",2,"1974"
"8796","lizhardus (earth-616)","","bad characters","","no hair","male characters","heterosexual characters","living characters",2,"1974"
"8797","lord karnaj (earth-616)","","bad characters","brown eyes","black hair","male characters","heterosexual characters","living characters",2,"1974"
"8798","ma mayhem (earth-616)","secret identity","bad characters","","blond hair","female characters","heterosexual characters","living characters",2,"1974"
"8799","malgato (earth-616)","secret identity","bad characters","","bald","male characters","heterosexual characters","living characters",2,"1974"
